"id","pickone_no","created_at","updated_at","title","thumb","people","price","enabled","size","zipcode","county","district","address","address_info","brief","use_info","device_info","floor_plan","sort","lat","lng"
"109","0","12/12/2017 12:15:10","23/4/2019 01:21:36","新．南京復興 B(含投影)","https://i.imgur.com/T9ZnGM8.jpg","22","400","0","12","104","臺北市","中山區","南京東路三段200號5樓507室-B","捷運南京復興站3號出口步行1分鐘，台建大樓，200號入口進入。在南京東路上，有多班公車可抵達。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","新場地將於1/10後開放，裝潢與舊場地大致相同，唯主桌款式及椅子數量有所調整，可先行預約，價格將在正式開幕後調升。","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。",,"0","25.0516787","121.5430588"
"110","0","7/1/2018 18:35:04","15/11/2019 23:17:43","東門 01","https://i.imgur.com/28R9xYi.jpg","6","260","1","6","106","臺北市","大安區","信義路二段222號4樓-1","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/CcjGJxf.png","69","25.033409","121.531367"
"111","0","7/1/2018 18:36:06","15/11/2019 23:17:43","東門 02","https://i.imgur.com/AhIhYLD.jpg","10","400","1","6","106","臺北市","大安區","信義路二段222號4樓-2","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/VnoUGz0.png","70","25.033409","121.531367"
"112","0","7/1/2018 18:37:10","15/11/2019 23:17:43","東門 03","https://i.imgur.com/5QtxM7B.jpg","3","140","1","2","106","臺北市","大安區","信義路二段222號4樓-3","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/rjNfE5v.png","71","25.033409","121.531367"
"113","3","7/1/2018 18:38:02","15/11/2019 23:17:43","東門 04","https://i.imgur.com/WtYF6Hd.jpg","8","380","1","7","106","臺北市","大安區","信義路二段222號4樓-4","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/SRQoWjn.png","72","25.033409","121.531367"
"114","5","7/1/2018 18:38:58","15/11/2019 23:17:43","東門 05","https://i.imgur.com/HqVX8as.jpg","8","340","1","5","106","臺北市","大安區","信義路二段222號4樓-5","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/MZy2LOc.png","73","25.033409","121.531367"
"115","1","7/1/2018 18:39:39","15/11/2019 23:17:43","東門 06","https://i.imgur.com/3AVrkY6.jpg","4","180","1","2","106","臺北市","大安區","信義路二段222號4樓-6","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","木製地板，入內須脫鞋 (如遇一樓大門未開，請聯繫客服人員)。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/FjlTtbL.png","74","25.033409","121.531367"
"116","7","7/1/2018 18:40:27","15/11/2019 23:17:43","東門 07","https://i.imgur.com/IKEBLiD.jpg","2","150","1","2","106","臺北市","大安區","信義路二段222號4樓-7","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/pMEoJ3p.png","75","25.033409","121.531367"
"117","8","7/1/2018 18:41:08","15/11/2019 23:17:43","東門 08","https://i.imgur.com/77HkySD.jpg","2","160","1","2","106","臺北市","大安區","信義路二段222號4樓-8","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/beqOg4y.png","76","25.033409","121.531367"
"118","9","7/1/2018 18:41:50","15/11/2019 23:17:43","東門 09","https://i.imgur.com/RR0nRSG.jpg","2","150","1","1","106","臺北市","大安區","信義路二段222號4樓-9","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/sKKUUwM.png","77","25.033409","121.531367"
"119","10","7/1/2018 18:42:42","15/11/2019 23:17:43","東門 10","https://i.imgur.com/pqs3YkF.jpg","2","140","1","2","106","臺北市","大安區","信義路二段222號4樓-10","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/nf7nc7n.png","78","25.033409","121.531367"
"120","1","7/1/2018 18:45:09","7/1/2018 18:45:09","東門備用","https://i.imgur.com/WeR7K0N.png","1","1","0","1","201","基隆市","信義區","測試路","1","1",,,,"0",,
"121","1","7/1/2018 18:46:27","15/11/2019 23:17:43","國父紀念館 A","https://i.imgur.com/IUMsyGx.jpg","14","500","1","10","106","臺北市","大安區","忠孝東路四段295號5樓-A","距離捷運國父紀念館站，1號出口步行約3分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"提供音響大型音響，僅支援藍牙播放；場地無提供麥克風。","https://i.imgur.com/3IPJ0ea.png","60","25.041724","121.555095"
"122","1","7/1/2018 18:47:08","15/11/2019 23:17:43","國父紀念館 B","https://i.imgur.com/ibJ2aC7.jpg","12","440","1","10","106","臺北市","大安區","忠孝東路四段295號5樓-B","距離捷運國父紀念館站，1號出口步行約3分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/Fmr1ND5.png","61","25.041724","121.555095"
"123","10","7/1/2018 18:47:57","15/11/2019 23:17:43","國父紀念館 C","https://i.imgur.com/XOKwnFk.jpg","8","360","1","9","106","臺北市","大安區","忠孝東路四段295號5樓-C","距離捷運國父紀念館站，1號出口步行約3分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/3qoQ38j.png","62","25.041724","121.555095"
"124","1","7/1/2018 18:48:43","15/11/2019 23:17:43","國父紀念館 D","https://i.imgur.com/jdaIcDD.jpg","12","410","1","9","106","臺北市","大安區","忠孝東路四段295號5樓-D","距離捷運國父紀念館站，1號出口步行約3分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/UAma6rD.png","63","25.041724","121.555095"
"125","1","7/1/2018 18:50:12","15/11/2019 23:17:43","國父紀念館 E","https://i.imgur.com/AFYSbYy.jpg","15","510","1","10","106","臺北市","大安區","忠孝東路四段295號5樓-E","距離捷運國父紀念館站，1號出口步行約3分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/E1IHo1a.png","64","25.041724","121.555095"
"126","123","7/10/2018 15:05:41","15/11/2019 23:17:43","大安復興 A","https://i.imgur.com/1TT0fN2.jpg","8","330","1","5","106","臺北市","大安區","復興南路一段259號5樓-1A","距大安捷運站6號出口步行約3分鐘。","卡其色的牆壁、黑金色的吊燈，配上簡約居家的設計風格，讓空間感受更為沉穩、安定。不論是輕鬆的聚會、正式的會議都十分合宜！",,"場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/ZqSaTDT.png","50","25.0364536","121.5439049"
"127","124","7/10/2018 15:40:58","15/11/2019 23:17:43","大安復興 B","https://i.imgur.com/BxpayaS.jpg","8","280","1","4","106","臺北市","大安區","復興南路一段259號5樓-1B","距大安捷運站6號出口步行約3分鐘。","黑白色系的空間布置與家具點綴，讓這裡充滿了時尚的氣氛，加上一點銀色與金屬的質地，更讓空間多了一分優雅。很需要高質感空間的手作、會談等活動。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/wBbMKuR.png","51","25.0364536","121.5439049"
"128","4352","7/10/2018 15:53:11","15/11/2019 23:17:43","大安復興 C","https://i.imgur.com/SG06ap6.jpg","4","220","1","3","106","臺北市","大安區","復興南路一段259號5樓-1C","距大安捷運站6號出口步行約3分鐘。","簡約的北歐居家風，在大理石的牆面與雪白家具相互襯托下，空間更為時尚俐落，用些許植物與金屬元素畫龍點睛後，顯得格外恬靜脫俗。不論是私密談話、拍照都能有很棒的享受。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/TvGNlnZ.png","52","25.0364536","121.5439049"
"129","122","7/10/2018 15:58:20","15/11/2019 23:17:43","大安復興 D","https://i.imgur.com/HCPdwGK.jpg","6","290","1","5","106","臺北市","大安區","復興南路一段259號5樓-1D","距大安捷運站6號出口步行約3分鐘。","慵懶的居家風格，可以讓心情輕鬆許多。褐色、與綠色的元素，更是平靜心情最好的色調。配點咖啡與零食，享受當下就是這麼容易。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/3DH9MJm.png","53","25.0364536","121.5439049"
"130","5441","7/10/2018 16:22:37","15/11/2019 23:17:43","大安復興 E","https://i.imgur.com/vc8Xfgm.jpg","10","380","1","7","106","臺北市","大安區","復興南路一段259號5樓-1E","距大安捷運站6號出口步行約3分鐘。","灰粉色系的空間，是一種神祕的浪漫，曖曖的高雅，讓這裡散發出更為迷人的氣息。來到這個空間，靈感泉湧是再正常不過的了。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/inNajQ1.png","54","25.0364536","121.5439049"
"131","5235","30/10/2018 18:24:08","15/11/2019 23:17:43","北車承德 801","https://i.imgur.com/lNds51q.jpg","4","210","1","3","103","臺北市","大同區","承德路一段35號8樓之2-801","捷運台北車站M1出口，步行約6分鐘；中山站6號出口，步行約4分鐘。","淡雅的紅磚色牆面，配上仿古典的西式家具，讓這裡多了一份祥和與溫暖，能更輕鬆在這個小小空間中，享受美好的時光。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/NxDgLvw.png","45","25.0511146","121.5172929"
"132","1245","30/10/2018 18:29:34","15/11/2019 23:17:43","北車承德 802","https://i.imgur.com/CLIj1TZ.jpg","6","310","1","5","103","臺北市","大同區","承德路一段35號8樓之2-802","捷運台北車站M1出口，步行約6分鐘；中山站6號出口，步行約4分鐘。","從忙碌的城市中偷一個小小的喘息空間，以卡其色為主視覺，點綴著木製家具，讓安逸氛圍滿溢於此。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/Hu1yjz6.png","46","25.0511146","121.5172929"
"133","2346","30/10/2018 18:29:38","15/11/2019 23:17:43","北車承德 803","https://i.imgur.com/N1RZg8C.jpg","6","250","1","5","103","臺北市","大同區","承德路一段35號8樓之2-803","捷運台北車站M1出口，步行約6分鐘；中山站6號出口，步行約4分鐘。","硬實的卡其灰給這裡增添不少安全感，從杏色的牆面望向窗外，讓人有了安定走下去的力量。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/Iux6cmq.png","47","25.0511146","121.5172929"
"134","5435","30/10/2018 18:29:43","15/11/2019 23:17:43","北車承德 804","https://i.imgur.com/XIVVecz.jpg","6","320","1","5","103","臺北市","大同區","承德路一段35號8樓之2-804","捷運台北車站M1出口，步行約6分鐘；中山站6號出口，步行約4分鐘。","全沙發的小空間，用彩度低的灰色視覺，配上粉藍的家具，帶出一種既典雅又舒適的居家氛圍。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/MeriFtn.png","48","25.0511146","121.5172929"
"135","4643","30/10/2018 18:29:47","15/11/2019 23:17:43","北車承德 805","https://i.imgur.com/rQ6RgEs.jpg","16","500","1","11","103","臺北市","大同區","承德路一段35號8樓之2-805","捷運台北車站M1出口，步行約6分鐘；中山站6號出口，步行約4分鐘。","專業與質感的黑白空間，點綴著軟質沙發與格紋抱枕，讓開會、上課都能在專心的同時，依然保有熱情與活力。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/rjXaIwF.png","49","25.0511146","121.5172929"
"136","3241","7/11/2018 17:56:12","4/11/2019 17:46:42","古亭 601","https://i.imgur.com/ERe0bB6.jpg","20","500","0","10","100","臺北市","中正區","羅斯福路二段70號6樓之1-601","古亭捷運站7號出口，步行約1分鐘。","小樹屋第一間跳舞活動空間，這裡我們特別加強了隔音，有架高的木地板以及整面的落地鏡，希望能帶給您不一樣的空間體驗。","室內木地板，入內須脫鞋，請將鞋置於門口鞋櫃中。","公共區有置物櫃，如欲租用歡迎聯繫客服。空間內含整面牆的落地鏡，場地無提供且「禁止」使用麥克風，播放音樂時請用小型喇叭並控制音量，以維繫鄰居環境安寧。","https://i.imgur.com/zlKBehs.png","0","25.0272797","121.5220325"
"137","1241","7/11/2018 17:59:58","15/11/2019 23:17:43","古亭 602","https://i.imgur.com/LofM8MD.jpg","4","190","1","4","100","臺北市","中正區","羅斯福路二段70號6樓之1-602","古亭捷運站7號出口，步行約1分鐘。","精巧的空間，漆上了大地與天空的顏色，磁磚上的花朵，也許會讓你更能感受生活中的每一刻。","隔壁的601為舞蹈教室，雖有加強隔音，但仍會受影響，若您需要較安靜的空間，建議使用其他小型空間。","公共區有置物櫃，如欲租用歡迎聯繫客服。場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/f2FtMJq.png","42","25.0272797","121.5220325"
"138","5234","7/11/2018 18:00:25","15/11/2019 23:17:43","古亭 603","https://i.imgur.com/SvUzPi7.jpg","12","380","1","9","100","臺北市","中正區","羅斯福路二段70號6樓之1-603","古亭捷運站7號出口，步行約1分鐘。","輕鬆優雅的裝潢，配上隔間的小包廂，彷彿在家中開了個小舞廳一般，不論是開會、聚餐，相信都會是舒服的氣氛。",,"公共區有置物櫃，如欲租用歡迎聯繫客服。場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/RoswTFx.png","43","25.0272797","121.5220325"
"139","5423","7/11/2018 18:00:50","15/11/2019 23:17:43","古亭 604","https://i.imgur.com/unZiIJL.jpg","10","360","1","7","100","臺北市","中正區","羅斯福路二段70號6樓之1-604","古亭捷運站7號出口，步行約1分鐘。","以淺木色的基底，創造一種小樹屋獨有的工業風，淡淡的灰藍色調，把工業的硬派減少一點，多了一點家的溫馨。",,"公共區有置物櫃，如欲租用歡迎聯繫客服。場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/PApRbOv.png","44","25.0272797","121.5220325"
"140","8934","25/12/2018 11:42:25","15/11/2019 23:17:43","古亭 1101","https://i.imgur.com/0JItQ9N.jpg","12","370","1","9","100","臺北市","中正區","羅斯福路二段70號11樓之4-1101室","交通方便，位處於羅斯福路與和平東路口，距離古亭捷運站7號出口步行1分鐘即可以抵達，樓下是Tutor ABC，近台師大，文教氣息濃厚。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/nXj7Iby.png","40","25.0272797","121.5220325"
"141","8258","25/12/2018 12:34:38","15/11/2019 23:17:43","古亭 1102","https://i.imgur.com/CehUufr.jpg","12","370","1","9","100","臺北市","中正區","羅斯福路二段70號11樓之4-1102室","交通方便，位處於羅斯福路與和平東路口，距離古亭捷運站7號出口步行1分鐘即可以抵達，樓下是Tutor ABC，近台師大，文教氣息濃厚。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/1dVQK3c.png","41","25.0272797","121.5220325"
"142","1231","27/12/2018 16:28:49","27/10/2019 23:56:00","忠孝復興 A","https://i.imgur.com/76Df31A.jpg","22","600","0","20","106","臺北市","大安區","安東街44號B1-A","忠孝復興捷運站1號出口，步行約3分鐘。直接進入「東方主義有限公司」大門即可，並配合一樓櫃台人員引導下樓。","Treerful小樹屋 與「暗角咖啡」及「東方主義有限公司」全新合作的出租空間，一樓暗角咖啡提供優惠餐飲服務。Treerful小樹屋是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。(此場地不適用暢遊方案)","此空間位於地下室(無電梯)，一樓暗角咖啡有提供餐飲服務，活動期間小樹屋客人優惠，飲品不限品項100元。","場地「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。離場時務必配合將桌椅復原歸位。","https://i.imgur.com/BT9D34k.png","0","25.0437126","121.5421649"
"143","8482","27/12/2018 16:37:06","27/10/2019 23:56:01","忠孝復興 B","https://i.imgur.com/uxxJbId.jpg","12","500","0","8","106","臺北市","大安區","安東街44號B1-B","忠孝復興捷運站1號出口，步行約3分鐘。直接進入「東方主義有限公司」大門即可，並配合一樓櫃台人員引導下樓。","Treerful小樹屋 與「暗角咖啡」及「東方主義有限公司」全新合作的出租空間，一樓暗角咖啡提供優惠餐飲服務。Treerful小樹屋是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。(此場地不適用暢遊方案)","此空間位於地下室(無電梯)，一樓暗角咖啡有提供餐飲服務，活動期間小樹屋客人優惠，飲品不限品項100元。","場地「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。離場時務必配合將桌椅復原歸位。","https://i.imgur.com/jS9esmk.png","0","25.0437126","121.5421649"
"144","1658","1/2/2019 06:14:22","15/11/2019 23:17:43","中正紀念堂 601","https://i.imgur.com/lbDODIf.jpg","4","190","1","4","100","臺北市","中正區","寧波東街1號6樓-601","交通方便，緊鄰中正紀念堂、捷運中正紀念堂站3號出口步行一分鐘，羅斯福路與寧波東街口。近中央銀行、中正紀念堂，有多條路線公車。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","《為配合本大樓進出管理，所有訪客需代表簽名及寄押證件以領取場地證》","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/60NGNze.png","35","25.0318808","121.5193721"
"145","6856","1/2/2019 06:14:27","15/11/2019 23:17:43","中正紀念堂 602","https://i.imgur.com/22RBroc.jpg","10","340","1","5","100","臺北市","中正區","寧波東街1號6樓-602","交通方便，緊鄰中正紀念堂、捷運中正紀念堂站3號出口步行一分鐘，羅斯福路與寧波東街口。近中央銀行、中正紀念堂，有多條路線公車。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","《為配合本大樓進出管理，所有訪客需代表簽名及寄押證件以領取場地證》","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/Dm3BTS3.png","36","25.0318808","121.5193721"
"146","3664","1/2/2019 06:14:28","15/11/2019 23:17:43","中正紀念堂 604","https://i.imgur.com/kuLREOy.jpg","12","260","1","5","100","臺北市","中正區","寧波東街1號6樓-604","交通方便，緊鄰中正紀念堂、捷運中正紀念堂站3號出口步行一分鐘，羅斯福路與寧波東街口。近中央銀行、中正紀念堂，有多條路線公車。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","《為配合本大樓進出管理，所有訪客需代表簽名及寄押證件以領取場地證》","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/b0oR9iH.png","38","25.0318808","121.5193721"
"147","5252","1/2/2019 06:14:30","15/11/2019 23:17:43","中正紀念堂 603","https://i.imgur.com/Vqu82P5.jpg","8","290","1","5","100","臺北市","中正區","寧波東街1號6樓-603","交通方便，緊鄰中正紀念堂、捷運中正紀念堂站3號出口步行一分鐘，羅斯福路與寧波東街口。近中央銀行、中正紀念堂，有多條路線公車。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","《為配合本大樓進出管理，所有訪客需代表簽名及寄押證件以領取場地證》","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/KXp5wRI.png","37","25.0318808","121.5193721"
"148","5125","1/2/2019 06:14:33","15/11/2019 23:17:43","中正紀念堂 605","https://i.imgur.com/8AKCJDD.jpg","30","680","1","14","100","臺北市","中正區","寧波東街1號6樓-605","交通方便，緊鄰中正紀念堂、捷運中正紀念堂站3號出口步行一分鐘，羅斯福路與寧波東街口。近中央銀行、中正紀念堂，有多條路線公車。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","《為配合本大樓進出管理，所有訪客需代表簽名及寄押證件以領取場地證》","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。","https://i.imgur.com/BJf6hDx.png","39","25.0318808","121.5193721"
